BILL_1,BILL_2,BILL_3,BILL_4,BILL_5,BILL_6,AGE,SEX,EDUCATION,MARRIAGE,RISK
53476,52089,49979,36439,33231,32131,30,Female,Graduate School,Married,HIGH
11575,12351,13505,12677,12995,13443,60,Female,High School,Married,HIGH
60350,61112,60557,35555,30214,30170,51,Female,High School,Married,HIGH
12518,12889,9638,8878,6474,2771,33,Male,University,Single,HIGH
75373,76865,78214,76363,79893,48052,26,Female,Graduate School,Single,LOW
2300,2300,2300,2300,2300,2300,30,Male,Graduate School,Single,LOW
121805,120933,120629,116316,117358,118560,29,Female,Graduate School,Single,HIGH
184050,171714,154940,136894,138467,128473,35,Female,University,Single,HIGH
20104,19887,19486,19501,19274,19703,57,Male,University,Single,HIGH
36151,37624,38568,39569,41162,41961,29,Male,University,Single,HIGH
26344,26382,27046,27187,27372,27549,56,Male,University,Married,LOW
49833,49831,51818,50244,49484,53472,29,Male,University,Single,HIGH
141148,139572,86612,62906,83167,83315,59,Male,Graduate School,Others,HIGH
1091,2062,0,0,6017,0,43,Female,University,Married,HIGH
17845,17261,18976,19804,19204,18210,23,Male,University,Single,HIGH
1900,1489,1989,1200,1451,548,35,Female,High School,Single,LOW
31808,22743,22396,21055,14714,7323,33,Male,Graduate School,Married,HIGH
137326,138119,137950,140254,139679,141748,31,Female,University,Single,HIGH
59555,59684,59501,59075,59171,53557,23,Female,University,Single,HIGH
326,326,326,326,326,326,38,Male,Graduate School,Married,HIGH
9102,10626,15003,9270,46193,30774,29,Female,University,Single,HIGH
326,326,326,326,76465,79695,31,Female,University,Single,HIGH
0,18000,18485,17406,19345,21134,36,Female,Graduate School,Single,HIGH
-13,2750,-27,5344,16566,995,50,Male,University,Married,LOW
7297,12349,26488,6534,9788,25314,36,Female,Graduate School,Married,HIGH
218094,225070,227528,121751,219354,111792,33,Male,Graduate School,Married,HIGH
2391,1550,802,302,604,604,29,Female,University,Single,HIGH
37283,24748,21854,21711,25999,902,26,Female,University,Married,HIGH
21387,22416,23444,26038,28607,27997,27,Male,Graduate School,Single,LOW
116314,115653,108971,83592,22321,32150,23,Female,University,Single,HIGH
3486,550,1922,550,550,3810,37,Female,Graduate School,Married,LOW
2639,0,0,0,0,0,29,Female,University,Single,LOW
252,6514,-31,-31,-31,-31,28,Male,Graduate School,Single,HIGH
149389,145757,144229,144470,144386,120586,30,Female,Graduate School,Single,HIGH
1481,11884,-27,5443,-13,-13,24,Female,University,Single,LOW
158954,139482,139869,139956,141431,149946,36,Male,University,Married,HIGH
0,0,0,0,0,0,30,Female,University,Married,HIGH
648,34601,30853,13774,3988,0,25,Female,University,Single,HIGH
-15308,-33350,95740,77875,62675,48764,32,Female,University,Married,HIGH
0,0,0,218,11959,13692,38,Male,Graduate School,Single,HIGH
214,107,214,107,107,38362,26,Male,University,Single,LOW
0,0,0,0,0,0,46,Female,University,Married,HIGH
6848,836,2508,1672,836,563,38,Male,University,Married,LOW
632,337,670,0,0,0,45,Female,Graduate School,Married,HIGH
14513,84387,87121,87857,88766,90228,26,Female,Graduate School,Single,HIGH
0,0,0,0,0,0,39,Female,Graduate School,Married,HIGH
6175,7404,7829,2218,3972,3643,41,Male,University,Single,HIGH
12118,11176,9369,7061,23421,21240,32,Female,Graduate School,Single,HIGH
390,0,0,0,0,0,38,Female,Graduate School,Married,HIGH
0,0,12351,6417,5245,12082,33,Female,Graduate School,Single,HIGH
14662,10305,11127,12928,13721,14492,32,Male,University,Married,HIGH
0,0,0,0,17330,16066,23,Male,University,Single,HIGH
0,0,0,0,0,0,54,Male,Graduate School,Married,HIGH
63486,66741,744,5714,809,2315,24,Female,University,Single,LOW
547,547,759,1042,796,547,39,Female,Graduate School,Married,HIGH
192182,187720,189659,185477,189351,193122,47,Male,University,Married,LOW
50671,50525,38240,18443,20065,20296,52,Female,University,Others,HIGH
70096,76446,73732,12329,12329,0,44,Female,Graduate School,Others,HIGH
3597,4398,3738,1396,13069,1285,26,Female,Graduate School,Single,LOW
9314,6020,4817,2098,2280,4778,27,Female,Graduate School,Single,HIGH
30900,0,0,0,0,0,29,Male,University,Single,HIGH
3983,25146,197534,179690,170173,164339,41,Female,University,Married,HIGH
43045,43024,9821,600,53900,55000,42,Female,University,Married,LOW
82494,83044,84752,84743,78987,65590,27,Male,Graduate School,Single,HIGH
19393,18801,19077,11993,0,0,22,Female,High School,Single,LOW
63201,68466,64478,67271,62269,56502,33,Female,Graduate School,Single,HIGH
0,0,0,0,0,0,31,Female,University,Single,HIGH
3153,1013,0,0,2115,4264,41,Male,University,Married,HIGH
75113,76860,77456,21118,22260,23396,52,Male,University,Married,HIGH
0,0,0,0,0,0,28,Male,High School,Married,HIGH
82922,81084,74530,66897,64699,35540,29,Female,Graduate School,Single,HIGH
22514,23201,23914,24886,24903,25102,35,Female,University,Single,HIGH
164824,132485,120267,117453,115778,117411,42,Male,University,Married,HIGH
5674,5440,7968,8829,9685,9384,42,Male,High School,Others,LOW
251931,301458,234316,199360,163408,186618,36,Female,Graduate School,Married,HIGH
90945,77668,79321,80401,80872,77377,34,Female,University,Single,HIGH
29197,30719,31500,31939,0,0,35,Female,Others,Married,HIGH
7547,3773,4329,8638,2279,-1,33,Female,University,Single,HIGH
105775,88262,69596,32709,31816,33368,33,Female,Graduate School,Married,HIGH
15584,4377,0,0,0,0,40,Female,University,Single,HIGH
390,780,0,0,0,0,23,Female,University,Single,HIGH
0,0,0,0,0,0,26,Male,Others,Single,HIGH
185268,326074,276519,251815,218706,165666,36,Female,Graduate School,Married,HIGH
12759,10941,10420,14420,9855,9097,28,Female,Graduate School,Married,LOW
20614,18050,15341,15985,1147,5492,46,Female,Graduate School,Single,HIGH
-8,-208,-408,57392,58805,60200,41,Male,Graduate School,Single,HIGH
43072,43537,41016,40702,40676,27560,28,Female,University,Single,HIGH
20771,19935,3110,2140,0,0,27,Male,University,Single,LOW
179,1533,364,381,3987,7135,51,Male,High School,Married,HIGH
48783,42692,34593,38808,40942,40854,31,Male,Graduate School,Single,HIGH
8318,6111,33212,8978,1782,23173,31,Female,Graduate School,Married,HIGH
23529,27889,22800,21930,23183,17613,25,Female,University,Single,HIGH
457627,38692,4549,16885,6440,7440,37,Male,University,Single,HIGH
140626,114690,110884,111200,87619,92418,46,Female,University,Married,HIGH
30287,28171,29410,29705,28647,28776,23,Male,Graduate School,Single,HIGH
416,371,416,416,566,416,26,Male,Graduate School,Single,HIGH
46731,47439,41493,19129,20561,20083,55,Female,High School,Married,HIGH
78737,63494,55284,42693,42541,34197,24,Female,University,Single,HIGH
7282,8311,10398,10000,10000,0,51,Male,High School,Single,HIGH
44310,45244,47922,46307,45983,50635,40,Male,University,Single,HIGH
181542,173731,152447,119730,122537,109504,33,Male,High School,Single,HIGH
97062,74352,75004,76705,78168,80347,30,Female,University,Married,HIGH
11179,12188,12904,14217,14360,16140,24,Male,High School,Single,LOW
104801,100502,86478,81902,78616,80307,30,Female,University,Single,HIGH
50628,50705,50328,19542,19439,19683,24,Male,University,Single,HIGH
500,0,0,974,974,1624,38,Male,University,Single,HIGH
3065,41679,8275,8275,7606,14611,39,Female,High School,Married,HIGH
2706,1261,390,390,390,390,24,Male,University,Single,HIGH
30121,33315,32485,33142,35443,34724,27,Male,University,Single,HIGH
30300,1689,409,1333,168,140,35,Female,University,Single,HIGH
6251,6498,6744,6977,6593,7481,22,Female,Graduate School,Single,HIGH
18556,20252,22419,22075,29466,28911,27,Male,High School,Single,HIGH
18999,23699,9390,5781,8065,17277,26,Male,Graduate School,Single,HIGH
18860,17904,15300,12776,3585,0,27,Male,University,Single,HIGH
4101,157,30321,29225,29575,28850,33,Female,University,Married,HIGH
0,0,0,0,0,0,27,Female,University,Single,LOW
0,0,0,0,0,0,38,Male,High School,Married,HIGH
0,0,0,0,0,0,28,Female,High School,Single,LOW
193370,198053,202618,197985,200163,2559,41,Male,University,Married,HIGH
1290,599,0,253,0,0,26,Female,Graduate School,Single,HIGH
47739,46712,45660,48905,47993,52015,39,Female,University,Married,LOW
-160,-550,450,330,-60,1540,31,Male,Graduate School,Single,HIGH
0,0,0,0,0,0,27,Female,University,Single,HIGH
514,2392,148,148,148,0,47,Female,Graduate School,Married,LOW
38604,36684,33826,30387,28850,29022,22,Female,University,Single,HIGH
1933,2855,872,981,22936,8097,30,Male,Graduate School,Single,HIGH
114643,115828,116585,116005,118334,117902,54,Female,High School,Married,HIGH
25907,25209,24524,29397,28628,32009,30,Male,University,Single,LOW
73397,82151,80296,77848,76508,78396,33,Female,Graduate School,Single,HIGH
75454,77738,77235,76835,34751,0,33,Male,Graduate School,Single,HIGH
139227,120780,123390,127557,117961,120570,42,Male,University,Married,HIGH
0,0,0,0,0,0,25,Female,Graduate School,Single,HIGH
92683,84278,86977,89575,91382,93320,30,Female,University,Single,HIGH
89526,89149,85301,65463,65923,67269,26,Female,Graduate School,Single,LOW
15636,4542,4075,3668,0,0,41,Female,Graduate School,Married,HIGH
36808,38190,39571,40775,40592,20650,25,Female,University,Single,HIGH
21151,20537,19933,19167,18767,18767,24,Male,High School,Single,HIGH
21034,19839,18663,20394,19228,19615,24,Male,University,Single,HIGH
4125,5275,0,0,0,0,44,Female,University,Married,HIGH
23538,22780,23623,19600,20100,0,22,Male,Graduate School,Single,HIGH
0,0,0,0,1883,1883,30,Female,Graduate School,Single,LOW
291619,297268,205629,215827,208464,212508,35,Female,University,Single,HIGH
76453,49430,50169,49661,42831,27495,24,Female,University,Single,HIGH
816,0,0,3240,3240,0,35,Female,Graduate School,Single,HIGH
377420,389573,400693,393892,348733,331930,43,Male,Graduate School,Married,HIGH
6391,2383,1496,5199,20718,12428,30,Female,Graduate School,Single,HIGH
18583,20940,20306,20965,21625,22055,42,Male,University,Married,LOW
106963,101958,85914,73638,72119,73764,23,Female,University,Single,HIGH
59955,61252,65399,63800,65312,37838,34,Female,University,Married,HIGH
295,1130,12791,40341,9238,1017,29,Male,Graduate School,Married,HIGH
2410,0,4494,3034,2327,5892,38,Female,University,Single,HIGH
208775,182350,132257,101783,177145,169311,56,Female,University,Married,HIGH
6023,23782,26024,26201,20896,6579,32,Male,Graduate School,Single,HIGH
71147,72227,71078,50777,50841,50682,26,Female,High School,Married,HIGH
1570,21835,20680,390,390,14290,42,Female,High School,Married,LOW
30106,30566,30699,30038,29224,29346,43,Male,University,Married,LOW
38449,38433,37038,38336,12907,13541,25,Male,University,Single,HIGH
3811,8692,10467,10067,12567,12567,37,Female,University,Married,LOW
66548,71034,69329,74175,72383,77217,39,Male,High School,Single,LOW
1051,475,1051,671,291,671,31,Male,University,Married,HIGH
23575,17719,12167,6500,6788,6887,48,Female,University,Married,HIGH
44619,45386,46365,47304,47727,49315,59,Male,University,Married,LOW
81513,82816,74170,73609,46443,47231,35,Female,University,Married,HIGH
116887,117419,116281,117392,117791,112505,30,Female,University,Single,HIGH
50240,50149,50021,44924,49669,42689,32,Male,University,Single,LOW
5716,0,105082,105908,98380,93649,35,Female,High School,Single,HIGH
20415,18266,18921,19297,18926,17717,25,Male,University,Single,HIGH
0,0,0,0,0,0,26,Male,Graduate School,Single,HIGH
20009,20602,21255,19105,19609,19283,37,Male,University,Single,HIGH
81411,52017,35423,24023,20175,16137,49,Male,University,Single,HIGH
40810,42653,42351,43011,43011,28947,38,Male,Graduate School,Single,HIGH
3650,1650,5650,3300,1650,1650,45,Female,University,Married,HIGH
124613,121211,120920,47951,41563,36779,43,Female,University,Single,LOW
49982,49650,48321,30281,30380,28852,24,Female,Graduate School,Single,HIGH
55120,56636,58215,16809,24482,21849,52,Male,University,Married,HIGH
131559,135970,121016,111214,101957,92805,47,Female,Graduate School,Married,HIGH
7770,3266,200,15845,15845,-39,33,Female,University,Married,HIGH
625,702,316,316,316,316,24,Male,Graduate School,Married,LOW
780,0,1170,780,0,0,46,Male,University,Single,LOW
64440,64685,64956,65183,65455,65683,29,Female,Graduate School,Single,HIGH
26868,28429,29710,34310,21900,780,27,Female,Graduate School,Single,HIGH
272588,169978,156699,131276,118837,119402,28,Male,Graduate School,Single,LOW
757,1422,2469,1562,20030,9248,31,Male,Graduate School,Single,HIGH
-235,1765,871,871,-155,-155,36,Female,Others,Single,HIGH
119424,116014,133567,129953,136283,139961,26,Male,University,Single,LOW
373,-17,4230,1243,1904,0,23,Female,University,Single,HIGH
0,0,0,0,0,0,37,Female,University,Married,HIGH
3126,3126,626,626,776,783,29,Female,Graduate School,Single,HIGH
1700,2610,1914,2182,2000,2566,43,Male,University,Married,HIGH
189417,95341,74959,76514,78047,79603,29,Female,Graduate School,Single,LOW
38242,28797,16068,16387,16882,17350,29,Female,Graduate School,Single,HIGH
5188,-26,3955,0,708,2773,27,Female,Graduate School,Single,HIGH
104978,105924,102663,97090,98045,105253,38,Male,University,Married,LOW
6390,5454,5540,4605,2880,2516,33,Male,University,Married,HIGH
750,0,0,0,0,0,38,Female,Graduate School,Married,HIGH
0,1684,1509,-357,-357,-357,30,Female,High School,Married,HIGH
110704,55885,56779,56580,57509,58715,33,Female,High School,Single,HIGH
0,0,0,733,0,1307,34,Male,Graduate School,Single,HIGH
8371,8759,5574,10403,2293,2702,30,Female,Graduate School,Married,HIGH
35415,38940,36319,22538,23013,23465,50,Female,High School,Married,HIGH
26666,21062,6495,2207,0,0,30,Male,University,Single,HIGH
27042,0,188,16464,13947,0,33,Female,Graduate School,Single,HIGH
96234,44882,1270,880,390,390,23,Male,University,Single,HIGH
0,0,0,0,0,0,36,Female,Graduate School,Single,HIGH
50748,48626,20712,17834,18248,19390,38,Male,University,Married,HIGH
23243,24394,25693,25760,165,0,21,Female,University,Single,LOW
0,0,0,0,0,0,65,Male,University,Married,LOW
41259,40715,43153,43845,44795,45710,30,Female,Graduate School,Single,HIGH
48747,45955,44989,41358,42379,38052,32,Male,University,Married,HIGH
37458,38514,30266,30897,30050,24651,40,Female,University,Married,HIGH
316,21359,2762,10264,316,9801,47,Female,University,Single,HIGH
0,0,0,0,1004,854,29,Female,University,Single,HIGH
1381,1381,7014,1581,36022,34011,29,Female,Graduate School,Single,LOW
62694,63995,66446,67786,69686,70500,34,Female,University,Single,HIGH
46139,59923,44974,30844,15833,15833,29,Female,University,Married,HIGH
8287,10978,11207,11227,12042,12850,58,Female,High School,Married,LOW
35861,18521,19385,20561,21261,21457,52,Male,High School,Married,HIGH
0,0,0,0,0,0,53,Female,High School,Married,HIGH
21958,22572,14549,10849,12509,64218,27,Male,University,Single,HIGH
14328,17196,17418,17608,17187,17528,47,Male,High School,Married,LOW
94450,96632,99127,100581,102800,104931,27,Male,Graduate School,Single,HIGH
53224,57297,52714,56329,57311,56265,33,Male,University,Single,HIGH
11058,11471,11776,12660,12660,12413,27,Male,Graduate School,Single,LOW
23414,23349,0,3180,0,13649,29,Female,Graduate School,Single,HIGH
4741,4534,6491,8422,8665,0,38,Female,Graduate School,Single,LOW
139097,131157,128342,122345,109228,101428,28,Male,University,Single,HIGH
17420,19130,20340,19940,19940,0,52,Male,University,Single,HIGH
3000,150,-850,300,-832,-832,37,Male,University,Single,HIGH
85639,87705,90376,90687,91888,93852,41,Male,University,Married,LOW
46777,44628,43943,42913,43217,41662,55,Female,High School,Married,HIGH
54842,55435,56810,63562,41150,0,32,Female,University,Married,HIGH
9517,36527,14899,18374,13369,8854,48,Female,University,Married,HIGH
116486,105604,96945,74171,70012,62256,36,Female,University,Single,HIGH
0,0,0,0,0,0,47,Male,Graduate School,Married,HIGH
42067,45127,44106,44839,47634,46718,55,Male,High School,Married,HIGH
2961,4748,7013,7722,732,291,27,Male,Graduate School,Single,HIGH
57925,58188,58411,58743,60042,57781,24,Female,University,Single,HIGH
2731,3403,5990,7767,42731,33266,30,Female,Graduate School,Single,HIGH
76288,71659,67528,64035,60612,57532,48,Male,High School,Married,HIGH
780,390,390,780,390,390,41,Female,Graduate School,Married,HIGH
11867,12588,13089,13731,13891,1769,22,Female,High School,Single,HIGH
0,0,0,0,0,0,26,Male,Graduate School,Single,HIGH
20780,20172,19400,20000,20000,0,26,Male,High School,Single,HIGH
27431,27163,18987,20170,15900,0,24,Female,University,Single,HIGH
33988,32803,32166,79780,58886,42295,29,Female,Graduate School,Single,HIGH
151790,147998,144280,139701,90756,92935,47,Female,High School,Married,HIGH
79243,75254,58683,58886,60035,57264,24,Female,University,Single,HIGH
17341,-1030,29718,27417,28489,28427,26,Female,University,Single,HIGH
132528,135846,136732,101473,100895,103107,28,Female,High School,Married,HIGH
20461,22813,24063,24886,26446,20301,39,Male,University,Married,HIGH
21605,20987,20200,19600,19600,20000,45,Male,University,Married,HIGH
137706,118294,115038,119696,87930,96561,28,Male,University,Single,HIGH
788,736,736,1025,27289,28142,28,Female,Graduate School,Single,HIGH
